100 20 
81 82 91 56 67 80 81 52 13 48 5 39 4 38 28 62 61 39 75 35 
70 92 15 46 22 13 59 69 54 57 31 20 46 29 21 1 79 53 25 18 
97 46 40 42 30 30 56 70 56 25 11 93 20 68 73 25 73 12 13 80 
93 3 61 34 48 58 2 56 66 77 4 69 68 29 81 18 83 88 1 21 
35 83 71 64 75 22 100 16 72 18 89 96 56 81 76 5 78 36 82 86 
12 8 63 24 33 3 7 45 5 94 49 23 40 2 56 21 92 34 18 54 
21 18 85 94 17 93 75 15 82 28 33 100 75 15 16 48 56 31 4 90 
6 51 93 17 99 80 47 9 55 72 13 88 67 70 25 69 17 73 1 51 
69 3 30 73 4 12 76 50 23 73 27 93 23 5 47 62 9 100 67 71 
9 49 58 92 67 66 25 60 23 9 37 16 13 33 65 11 8 80 88 45 
52 97 63 44 43 32 38 74 40 92 98 90 97 32 52 43 70 15 57 55 
76 26 43 31 3 27 79 25 79 96 37 4 67 66 29 97 59 65 55 40 
43 60 10 34 14 2 94 63 31 72 76 76 45 88 32 77 59 7 34 75 
47 10 98 27 6 81 1 48 57 24 69 79 13 87 45 4 39 29 75 34 
17 28 53 52 25 1 85 97 76 11 37 53 95 50 46 90 10 38 32 63 
11 34 51 38 55 36 11 61 29 79 98 99 35 6 53 10 46 90 68 48 
39 50 1 66 68 37 8 32 59 9 22 24 84 79 20 61 77 4 67 51 
94 39 7 92 31 72 54 50 12 26 41 7 74 60 94 99 40 91 86 15 
15 16 35 53 86 12 86 40 29 100 27 26 32 19 71 45 91 42 54 58 
29 50 73 73 57 82 21 95 74 88 3 94 7 72 64 51 59 65 82 44 
78 76 96 33 46 58 84 60 53 24 52 53 49 97 54 36 22 28 37 80 
67 85 54 81 94 35 14 32 19 66 90 41 38 70 26 20 16 57 77 91 
48 36 42 12 11 93 15 31 33 84 32 79 43 64 68 42 44 70 59 21 
71 48 22 42 64 27 29 85 30 91 83 69 26 4 58 21 9 51 93 79 
42 94 28 97 57 2 71 10 13 10 57 60 32 87 18 93 11 62 17 17 
2 33 19 3 12 49 27 69 52 20 56 68 45 36 59 65 22 46 27 68 
93 59 31 78 39 2 46 11 95 72 35 55 51 91 27 54 75 13 8 32 
8 40 74 44 58 67 36 50 85 43 35 30 26 16 10 93 97 67 1 76 
41 49 97 52 18 62 53 38 28 96 64 43 57 100 92 25 20 63 82 7 
36 6 15 11 5 12 15 71 76 45 78 28 14 64 91 6 29 73 92 87 
18 32 39 66 99 27 84 39 46 73 14 40 67 69 39 89 56 15 31 8 
14 37 62 45 67 36 34 71 44 19 94 46 66 68 52 36 69 2 29 34 
60 80 60 63 54 29 29 57 71 22 97 72 27 2 80 34 13 97 30 60 
9 79 4 17 46 52 80 72 93 98 82 95 56 71 66 39 30 55 10 63 
68 43 84 56 38 84 77 38 29 16 3 57 93 33 71 40 12 94 91 39 
92 47 32 82 11 9 43 98 81 63 21 13 16 8 67 48 96 7 17 94 
74 12 80 22 65 64 41 24 69 51 78 14 97 55 21 22 61 85 19 77 
52 42 44 77 19 82 36 39 54 63 37 96 47 72 48 70 46 13 47 94 
13 76 75 57 84 24 11 10 70 59 78 27 82 92 42 62 58 12 60 17 
70 68 88 15 10 71 34 20 21 63 87 95 41 1 53 5 43 51 40 5 
78 10 61 17 55 57 7 34 79 6 22 67 70 42 46 70 65 65 84 30 
72 50 40 29 75 45 3 15 37 46 48 10 3 93 55 71 49 65 37 23 
76 33 68 27 76 28 14 18 69 84 15 81 38 79 55 19 87 75 64 72 
23 97 95 51 76 63 42 60 84 81 27 58 27 83 98 98 58 6 5 89 
4 77 21 86 44 77 45 70 21 11 71 27 28 44 30 65 61 17 8 35 
9 9 68 30 51 14 88 11 98 47 46 33 87 23 96 18 45 86 1 16 
42 28 40 33 26 97 74 77 43 2 84 28 15 71 64 85 54 54 37 89 
42 28 58 51 49 19 17 48 12 96 61 88 3 15 80 96 27 30 90 98 
93 63 44 50 53 73 59 27 75 90 18 52 44 11 2 11 53 46 84 67 
61 90 55 36 39 69 22 3 91 18 87 57 24 19 35 94 93 78 92 51 
82 1 66 36 54 64 26 98 56 66 43 26 26 4 96 49 10 16 55 32 
100 53 57 79 39 72 47 44 40 24 40 29 42 40 76 82 22 35 78 24 
1 99 57 27 16 70 9 69 69 82 90 62 55 69 58 99 52 93 31 93 
2 16 93 76 13 13 1 59 33 95 77 99 60 97 54 38 11 31 84 100 
61 6 35 57 60 59 100 77 56 66 54 98 57 47 92 85 44 53 94 61 
57 91 99 37 26 13 52 10 24 66 19 67 51 86 37 71 17 67 65 31 
94 64 11 75 56 23 27 11 52 48 81 23 77 31 42 79 49 58 77 5 
54 64 21 50 56 92 32 48 29 17 40 96 93 93 95 3 26 13 57 10 
